global_step,sample_cursor,coverage_fraction,loss,grad_norm,learning_rate,processed_tokens,supervised_tokens,update_seconds,tokens_per_second,nvml_peak_bytes,allocated_peak_bytes,reserved_peak_bytes
182,2912,0.1456,1.3771447392002079,0.26173657178878784,9.660430681823048e-05,7079,6105,6.295155161991715,1124.5155707584315,31769362432,28449269248,30666653696
183,2928,0.1464,1.389589190338378,0.2652927041053772,9.655720310488299e-05,8035,6590,7.361535191070288,1091.4842884601896,31769362432,28449269248,30666653696
184,2944,0.1472,1.0421994429938533,0.28793755173683167,9.650978658116329e-05,5908,5065,5.685853586066514,1039.070020107072,31769362432,28449269248,30666653696
185,2960,0.148,1.439443313510098,0.25782179832458496,9.64620575656554e-05,7017,5946,6.615994473919272,1060.6115267570915,31769362432,28449269248,30666653696
186,2976,0.1488,1.3276923058853474,0.2643027603626251,9.64140163790429e-05,7654,6480,7.177913709077984,1066.3265553499068,31769362432,28449269248,30666653696
187,2992,0.1496,1.4956566159900775,0.2522059679031372,9.636566334410682e-05,8245,6667,7.14171093609184,1154.4852590340085,31769362432,28449269248,30666653696
188,3008,0.1504,1.272056999385303,0.2795127332210541,9.631699878572342e-05,6345,5535,5.9000782812945545,1075.4094602636058,31769362432,28449269248,30666653696
189,3024,0.1512,1.2228604547708872,0.3112901449203491,9.626802303086208e-05,5926,5060,5.4018383719958365,1097.033933988384,31769362432,28449269248,30666653696
190,3040,0.152,1.326369214314363,0.25499969720840454,9.6218736408583e-05,7890,6694,7.27963113039732,1083.8461260837769,31769362432,28449269248,30666653696
191,3056,0.1528,1.5924830050622782,0.2315664142370224,9.616913925003513e-05,8328,7415,7.627639374230057,1091.8187910320075,31769362432,28449269248,30666653696
192,3072,0.1536,1.184924794972251,0.2576269209384918,9.611923188845377e-05,7180,6192,6.7986631081439555,1056.0899820729828,31769362432,28449269248,30666653696
193,3088,0.1544,1.4884269940676307,0.25206732749938965,9.606901465915848e-05,7472,6405,6.47395711299032,1154.1627276163224,31769362432,28449269248,30666653696
194,3104,0.1552,1.5063122222143905,0.26061925292015076,9.601848789955077e-05,7596,6471,7.073008838109672,1073.941822194881,31769362432,28449269248,30666653696
195,3120,0.156,1.5149633487720808,0.22675494849681854,9.596765194911181e-05,8430,7278,7.879938278812915,1069.805333712582,31769362432,28449269248,30666653696
196,3136,0.1568,1.4595876662941936,0.24884895980358124,9.591650714940021e-05,8084,6742,7.381967680063099,1095.100974477702,31769362432,28449269248,30666653696
197,3152,0.1576,1.4418282063766243,0.24465979635715485,9.586505384404967e-05,8010,6874,7.512849160004407,1066.1734089700933,31769362432,28449269248,30666653696
198,3168,0.1584,1.6455416826993605,0.25074848532676697,9.581329237876664e-05,8334,7236,7.638632324989885,1091.0330076675127,31769362432,28449269248,30666653696
199,3184,0.1592,1.1425176066365275,0.2927910387516022,9.576122310132815e-05,6720,5348,5.8131597130559385,1155.9978276370703,31769362432,28449269248,30666653696
200,3200,0.16,1.3381924534876855,0.23618322610855103,9.570884636157929e-05,7921,6925,7.311334408354014,1083.3863639104477,31769362432,28449269248,30666653696
201,3216,0.1608,1.475270823231218,0.2833516299724579,9.565616251143094e-05,6743,5788,6.490557562094182,1038.893798489689,31769362432,28449269248,30666653696
202,3232,0.1616,1.3583347757606845,0.2545122802257538,9.560317190485748e-05,7741,6292,6.651516780257225,1163.794703634596,31769362432,28449269248,30666653696
203,3248,0.1624,1.4874899346995738,0.2534686326980591,9.554987489789425e-05,7230,6143,6.223942480050027,1161.6431262298372,31769362432,28449269248,30666653696
204,3264,0.1632,1.1551564867920128,0.2758329510688782,9.54962718486353e-05,6423,5611,6.029504536185414,1065.2616581433958,31769362432,28449269248,30666653696
205,3280,0.164,1.4174131255929894,0.2594745457172394,9.544236311723092e-05,7272,6119,6.75816297903657,1076.0320552430185,31769362432,28449269248,30666653696
206,3296,0.1648,1.3598505198707012,0.2688239514827728,9.538814906588518e-05,7038,5756,6.181087324861437,1138.6346171962184,31769362432,28449269248,30666653696
207,3312,0.1656,0.9426970225582207,0.31749361753463745,9.533363005885363e-05,6362,4956,5.850006274413317,1087.5202011023534,31769362432,28449269248,30666653696
208,3328,0.1664,1.3401327264835936,0.2597264349460602,9.527880646244071e-05,7805,6311,6.974481421988457,1119.079617216151,31769362432,28449269248,30666653696
209,3344,0.1672,1.310537230744334,0.2548260986804962,9.522367864499736e-05,7739,6329,7.268366210628301,1064.750973703486,31769362432,28449269248,30666653696
210,3360,0.168,1.2133942299890137,0.25874319672584534,9.516824697691851e-05,6934,5988,6.156771395821124,1126.2396399363497,31769362432,28449269248,30666653696
211,3376,0.1688,1.4896010655480862,0.23271499574184418,9.511251183064068e-05,7866,6957,7.071675789076835,1112.3247494108973,31769362432,28449269248,30666653696
212,3392,0.1696,1.0776610254787387,0.28018322587013245,9.505647358063934e-05,6398,5514,5.7805683352053165,1106.8115847769411,31769362432,28449269248,30666653696
213,3408,0.1704,1.3608025323334083,0.255075603723526,9.500013260342651e-05,7551,6665,6.7341632903553545,1121.2974313846112,31769362432,28449269248,30666653696
214,3424,0.1712,1.167250998586506,0.27889102697372437,9.494348927754815e-05,6904,5637,6.498487771023065,1062.4010143998617,31769362432,28449269248,30666653696
215,3440,0.172,1.256394943617053,0.2955513000488281,9.48865439835817e-05,7214,5928,7.123701541218907,1012.6757779307025,31769362432,28449269248,30666653696
216,3456,0.1728,1.5305380753676097,0.2476019710302353,9.482929710413342e-05,7294,6300,6.73419176787138,1083.1292382850527,31769362432,28449269248,30666653696
217,3472,0.1736,1.3378157471655694,0.2646905779838562,9.477174902383592e-05,7181,6043,6.462328086607158,1111.2094439900463,31769362432,28449269248,30666653696
218,3488,0.1744,1.3438117729223444,0.25011008977890015,9.471390012934549e-05,8209,6858,7.95680122403428,1031.696000549056,31769362432,28449269248,30666653696
219,3504,0.1752,1.6800421029152537,0.2490856945514679,9.465575080933958e-05,8360,6744,8.045343081932515,1039.1104412655952,31769362432,28449269248,30666653696
220,3520,0.176,1.3895953995023786,0.23089750111103058,9.459730145451413e-05,7715,6586,7.2274272460490465,1067.4614544501283,31769362432,28449269248,30666653696
221,3536,0.1768,1.5579383527627706,0.2810196280479431,9.453855245758099e-05,6774,5676,6.451760610099882,1049.945961943422,31769362432,28449269248,30666653696
222,3552,0.1776,1.5421394445182255,0.23184734582901,9.44795042132652e-05,8031,6823,7.673455488868058,1046.5949807945892,31769362432,28449269248,30666653696
223,3568,0.1784,1.253198220364144,0.286773681640625,9.442015711830245e-05,6146,5268,5.559007944073528,1105.5929514459979,31769362432,28449269248,30666653696
224,3584,0.1792,1.342034298636453,0.2560596466064453,9.436051157143635e-05,7557,6407,6.667377065867186,1133.4292219180356,31769362432,28449269248,30666653696
225,3600,0.18,1.231543485714751,0.2520475387573242,9.430056797341574e-05,7830,6664,7.089344894979149,1104.4744071550815,31769362432,28449269248,30666653696
226,3616,0.1808,1.487046382020212,0.24881082773208618,9.424032672699205e-05,7599,6637,7.118564776144922,1067.4904617662635,31769362432,28449269248,30666653696
227,3632,0.1816,1.1578499700971523,0.2390480786561966,9.417978823691651e-05,7349,6194,8.108150676824152,906.3719080857658,31769362432,28449269248,30666653696
228,3648,0.1824,1.2719406059699203,0.2575601637363434,9.411895290993754e-05,7305,6143,6.942739808000624,1052.1782757265248,31769362432,28449269248,30666653696
229,3664,0.1832,1.4816669465778094,0.25299304723739624,9.405782115479794e-05,7929,6723,7.71993367606774,1027.08136270398,31769362432,28449269248,30666653696
230,3680,0.184,1.4549807752131863,0.23935405910015106,9.399639338223212e-05,8020,6904,7.313864843919873,1096.5474712958564,31769362432,28449269248,30666653696
231,3696,0.1848,1.5075888558542552,0.2617214322090149,9.393467000496344e-05,7445,6358,7.102197046857327,1048.2671701279198,31769362432,28449269248,30666653696
232,3712,0.1856,1.225761570784239,0.2759798765182495,9.387265143770139e-05,6621,5380,6.052821034099907,1093.8701082849025,31769362432,28449269248,30666653696
233,3728,0.1864,1.5425005909737584,0.25501158833503723,9.381033809713873e-05,7769,6581,6.887635170016438,1127.9633441998146,31769362432,28449269248,30666653696
234,3744,0.1872,1.4181276004984182,0.2612243592739105,9.374773040194878e-05,6992,6105,6.755446516908705,1035.016705779434,31769362432,28449269248,30666653696
235,3760,0.188,1.233797841979591,0.34041228890419006,9.368482877278264e-05,6177,5278,6.0142788253724575,1027.055808244385,31769362432,28449269248,30666653696
236,3776,0.1888,1.417169666404412,0.2549254596233368,9.362163363226622e-05,7920,6476,7.650947961956263,1035.1658434198714,31769362432,28449269248,30666653696
237,3792,0.1896,1.6873410652193706,0.23363830149173737,9.355814540499752e-05,8459,7327,7.523573385085911,1124.332756130006,31769362432,28449269248,30666653696
238,3808,0.1904,1.4310183644892416,0.24999171495437622,9.349436451754378e-05,7456,6582,7.105712722055614,1049.2965718775993,31769362432,28449269248,30666653696
239,3824,0.1912,1.2307365216052868,0.28229573369026184,9.343029139843849e-05,6686,5746,6.403657291084528,1044.0908524740328,31769362432,28449269248,30666653696
240,3840,0.192,1.4017935637302394,0.27719008922576904,9.33659264781787e-05,7070,5661,6.063478076364845,1165.9974540946278,31769362432,28449269248,30666653696
241,3856,0.1928,1.3274448992933436,0.2836189270019531,9.330127018922194e-05,6649,5589,6.019832090009004,1104.5158570178749,31769362432,28449269248,30666653696
242,3872,0.1936,1.4753552118974174,0.24650956690311432,9.323632296598344e-05,7463,6444,6.957946042064577,1072.5866448061104,31769362432,28449269248,30666653696
243,3888,0.1944,1.2623225579402229,0.27694055438041687,9.317108524483318e-05,6783,5568,6.231910129077733,1088.4303302691922,31769362432,28449269248,30666653696
244,3904,0.1952,1.4584804398876443,0.25885891914367676,9.310555746409292e-05,7285,6192,7.058413066435605,1032.1016822664953,31769362432,28449269248,30666653696
245,3920,0.196,1.4516019091601804,0.24230749905109406,9.30397400640333e-05,7555,6598,7.507902283221483,1006.2730860101589,31769362432,28449269248,30666653696
246,3936,0.1968,1.4884668361935254,0.2573605477809906,9.297363348687088e-05,7439,6268,6.846217097714543,1086.5854666635307,31769362432,28449269248,30666653696
247,3952,0.1976,1.4006938932583628,0.24707001447677612,9.29072381767651e-05,7401,6157,6.5338469366542995,1132.7170764409937,31769362432,28449269248,30666653696
248,3968,0.1984,1.3188477585984704,0.2521524429321289,9.28405545798154e-05,7239,6144,7.017265554983169,1031.5984115578142,31769362432,28449269248,30666653696
249,3984,0.1992,1.4289797835759988,0.23043736815452576,9.27735831440582e-05,8294,7293,7.935013175942004,1045.24086048734,31769362432,28449269248,30666653696
250,4000,0.2,1.6117982832765287,0.26994195580482483,9.270632431946377e-05,7902,6693,7.487799842376262,1055.3166706299526,31769362432,28449269248,30666653696
251,4016,0.2008,1.7753065579132676,0.2549869120121002,9.263877855793339e-05,8259,7025,7.4462260929867625,1109.1524615105025,31769362432,28449269248,30666653696
252,4032,0.2016,1.2647806855520887,0.275086909532547,9.257094631329617e-05,6624,5743,6.284925385843962,1053.9504597651649,31769362432,28449269248,30666653696
253,4048,0.2024,1.1614874369236565,0.2692704200744629,9.250282804130607e-05,6679,5590,6.357146953232586,1050.6285365330043,31769362432,28449269248,30666653696
254,4064,0.2032,1.0654148209762504,0.27430716156959534,9.243442419963884e-05,6549,5572,5.921382028143853,1105.9918054388536,31769362432,28449269248,30666653696
255,4080,0.204,1.3194266819736913,0.2693784832954407,9.236573524788887e-05,6953,5823,6.075738980900496,1144.3875422985145,31769362432,28449269248,30666653696
256,4096,0.2048,1.5024962103081714,0.24291296303272247,9.229676164756625e-05,7955,6522,7.158977677114308,1111.1921783791004,31769362432,28449269248,30666653696
257,4112,0.2056,1.5291030398950114,0.24508729577064514,9.222750386209348e-05,7804,6853,7.353924827650189,1061.2020360417016,31769362432,28449269248,30666653696
258,4128,0.2064,1.3752854150931713,0.27357640862464905,9.215796235680252e-05,7179,5915,6.56899679871276,1092.8609375189183,31769362432,28449269248,30666653696
259,4144,0.2072,1.511814370601728,0.2474597692489624,9.208813759893157e-05,8141,6970,7.39157490292564,1101.3890959527084,31769362432,28449269248,30666653696
260,4160,0.208,1.2594467671634864,0.25256091356277466,9.2018030057622e-05,7216,6368,6.574336241930723,1097.6012991207817,31769362432,28449269248,30666653696
261,4176,0.2088,1.1236927151204332,0.297502338886261,9.194764020391506e-05,6813,5263,6.369252048898488,1069.6703392635018,31769362432,28449269248,30666653696
262,4192,0.2096,1.5594919881860063,0.2539817988872528,9.187696851074893e-05,7711,6538,7.286840904969722,1058.2089139260604,31769362432,28449269248,30666653696
263,4208,0.2104,1.02263562477852,0.29812002182006836,9.180601545295536e-05,5790,4829,5.025676241144538,1152.0837638919209,31769362432,28449269248,30666653696
264,4224,0.2112,1.4004340817462186,0.2611196041107178,9.173478150725652e-05,7481,6501,6.840367284137756,1093.6547248490324,31769362432,28449269248,30666653696
265,4240,0.212,1.43370581941531,0.2443603128194809,9.166326715226188e-05,8114,6866,7.63202407117933,1063.15178310833,31769362432,28449269248,30666653696
266,4256,0.2128,1.306360070131443,0.2689049541950226,9.159147286846492e-05,6635,5670,6.013391813263297,1103.3706443950098,31769362432,28449269248,30666653696
267,4272,0.2136,1.3754874622281807,0.2642972767353058,9.151939913823988e-05,7132,5828,7.0094339130446315,1017.4858752469685,31769362432,28449269248,30666653696
268,4288,0.2144,1.276668619335123,0.2864230275154114,9.14470464458386e-05,6583,5326,5.773759264033288,1140.1583784429233,31769362432,28449269248,30666653696
269,4304,0.2152,1.411563096199769,0.2545313537120819,9.137441527738718e-05,6814,5878,6.206352150067687,1097.90740764294,31769362432,28449269248,30666653696
270,4320,0.216,1.3711289363928567,0.2585356831550598,9.130150612088279e-05,7170,5893,7.059761399868876,1015.615060323876,31769362432,28449269248,30666653696
271,4336,0.2168,1.5027125236035952,0.2362636774778366,9.122831946619037e-05,8056,7039,7.253663748968393,1110.6111723397316,31769362432,28449269248,30666653696
272,4352,0.2176,1.1701993353501723,0.2789698839187622,9.115485580503926e-05,6648,5480,5.900812010746449,1126.6246048667176,31769362432,28449269248,30666653696
273,4368,0.2184,1.3182772734199961,0.24590834975242615,9.108111563102004e-05,7337,6377,6.975194062571973,1051.8703758178476,31769362432,28449269248,30666653696
274,4384,0.2192,1.3209991548314441,0.295296311378479,9.100709943958107e-05,6622,5370,6.672513558063656,992.4296057813759,31769362432,28449269248,30666653696
275,4400,0.22,1.2773073706182423,0.29398953914642334,9.093280772802527e-05,6480,5053,5.561662243679166,1165.1192963694489,31769362432,28449269248,30666653696
276,4416,0.2208,1.251519189155291,0.2630123496055603,9.085824099550673e-05,7261,6300,6.705175417941064,1082.8948606731026,31769362432,28449269248,30666653696
277,4432,0.2216,1.1479807783665477,0.2627684772014618,9.078339974302734e-05,7355,6087,6.696182043291628,1098.3871036433948,31769362432,28449269248,30666653696
278,4448,0.2224,1.4042302030754177,0.24527117609977722,9.070828447343344e-05,7766,6582,6.88426198810339,1128.0802522362355,31769362432,28449269248,30666653696
279,4464,0.2232,0.9274470330924509,0.29531481862068176,9.063289569141251e-05,6263,5016,5.94436340034008,1053.6031494376152,31769362432,28449269248,30666653696
280,4480,0.224,1.4872460226539659,0.2573476731777191,9.055723390348964e-05,7470,6422,6.703281580936164,1114.3795631746023,31769362432,28449269248,30666653696
281,4496,0.2248,1.460819953927657,0.25937339663505554,9.048129961802426e-05,7392,6427,6.702421566937119,1102.8849686902051,31769362432,28449269248,30666653696
282,4512,0.2256,1.3829321553031233,0.25230610370635986,9.040509334520662e-05,7461,6420,7.095667934976518,1051.4866349963559,31769362432,28449269248,30666653696
283,4528,0.2264,1.2115356233171237,0.2715694010257721,9.032861559705442e-05,6776,5766,6.413924632128328,1056.4514534608002,31769362432,28449269248,30666653696
284,4544,0.2272,1.4457873212298071,0.2540455460548401,9.025186688740939e-05,7437,6314,7.11550982715562,1045.1816075943632,31769362432,28449269248,30666653696
285,4560,0.228,1.5186809657929563,0.26308178901672363,9.017484773193378e-05,7447,6212,6.583417577203363,1131.1753982896353,31769362432,28449269248,30666653696
